Content,Label
ขอให้ติด เภสัช มข สาธุ~🙏🙏🙏 ดังนั้นควรอ่านหนังสือได้แล้วนะ~ เหลือเวลาไม่นานแล้วนะ สู้ๆ!!,pos
ขอบคุณมข.ที่ไม่เทเรา มีที่เรียนแล้วโว้ยยยยยยย,pos
ขอบคุณทุกฝ่ายจริงๆทั้งทปอ. ทั้งเด็ก61ผู้ปกครองเด็กทุกฝ่ายที่ยื่นเรื่องให้มีรอบ3.2 ถ้าไม่มีรอบนี้เราคงไม่ติดแง้ ดีใจมาก ❤️,pos
ขอบคุณ มข มากๆนะคะ ที่รักเรา❤❤❤มันเกินความคาดหมายมากๆ เราติด 4 อันที่ยื่นไปหมดเลย,pos
ขอบคุณ #TCAS61 ที่ทำให้คนๆนึงที่ไม่เคยรออะไรได้นานได้รู้ว่าการรอคอยที่แสนยาวนานมันทรมานมากขนาดไหน ขอบคุณจริงๆ😻🙏🙏,pos
กรี้ด ดีใจโว้ยยยย,pos
dek61 ที่ต้องสัมภาษณ์ในวันพรุ่งนี้และมะรืนนี้ สิ่งที่อยากจะฝากคือพยายามตัดความกังวล ตัดความคิดว่าเราจะไม่ติด เตรียมตัวให้พร้อม เอกสารให้ครบ ยิ้มเข้าไว้ มือไม้อย่าแข็ง ห้ามเหวี่ยงใส่อาจารย์ สบตาตอบด้วยความจริงใจ โอกาสอยู่ในมือน้องๆแล้ว ทำให้ดีที่สุดครับ พี่เป็นกำลังใจให้ 💪🏼,pos
ยอดเยี่ยมค่ะ ราคาเหมาะสม บอกต่อได้เลยค่ะ,pos
สวยค่ะ เหมือนในรูปเลย ชอบค่ะ ส่งของไวมากก,pos
ใช้ดีค่ะหน้านุ่มและขาวขึ้น,pos
จัดส่งเร็วมาก สะดวกดี ของจริงขนาดใหญ่กว่าที่คิดไว้ แต่ใช้งานได้ดี,pos
ชอบสินค้ามาก ไม่ผิดหวังที่รอ สวยยังบรรจุภัณฑ์คับ,pos
สินค้าส่งรวดเร็ว พอใจในสินค้าครับ,pos
สินค้าคุณภาพดี แข็งแรง เสียงดี เด็กๆ ชอบ และยังส่งเร็วด้วยค่ะ,pos
ราคากับคุณภาพของสินค้ามีความเหมาะสม ใช้งานง่าย,pos
ส่งของไว ห่อพัสดุดี  ของใช้งานเยี่ยม,pos
สวยค่ะ การจัดส่งก็รวดเร็วดีค่ะ,pos
คุณภาพคุ้มค่าครับ,pos
ส่งเร็วดี ใช้ดีคุ้มมาก ราคาถูก,pos
ได้รับสินค้าเร็วค่ะ และสินค้าก็มีคุณภาพ สวมใส่สบายตัวมากๆๆ เลยค่ะ,pos
ได้รับของเร็วมาก.. แถมสินค้าได้ตามต้องการสวยมาก,pos
รับประทานดีอยู่นะครับ มองเห็นความเปลี่ยนแปลงของร่างกาย ทานแล้วรู้สึกว่าดีนะ,pos
ใช้ได้ดีเหมาะกับราคานี้ ก็สรุปว่าดีครับ,pos
สินค้าใช้แล้วดีมากไม่ทำให้ลูกแพ้เลยแถมราคาถูกกว่าในห้างและตามร้านค้าอีก,pos
ใช้งานดีมากส่งของก็เร็วของครับ,pos
ส่งไวมาก สั่งตอนเย็น ตอนเช้าได้แล้ว สินค้าแพ็คมาดีมาก ใช้งานได้ปกติไม่มีปัญหาอะไร ถือว่าคุ้มค่าสุดๆครับ,pos
วัสดุค่อนข้างดีนับว่าคุ้มราคาครับ,pos
ใส่สบายสั่งหลายรอบแล้วจร้าาา,pos
ส่งของรวดเร็วดี คุณภาพใช้ได้ค่ะ,pos
ใช้งานได้ดีราคาไม่แพงมาก,pos
ชอบที่ส่งเร็วมากครับ ทันใจดีจิงๆ,pos
รับของไว พนักงานส่งของดีมาก คุณภาพคุ้มราคา,pos
ดีครับ คุ้มค่าคุ้มราคา น่าจะใช้งานได้ทนทานมือใหม่น่าเอามาใช้ครับ,pos
คุณภาพพอใช้ได้  ดูบอบบางจัง ต้องดูระยะการใช้งานระยะยาวค่ะรวม ๆ ถือว่าโอเคค่ะ,pos
สินค้าแพคอย่างดี ที่สำคัญส่งขอเร็วมาก คิดว่าจะได้ช้าเสียอีก,pos
ส่งของไวมาก แต่ราคาขึ้นลงบ่อยมา ต้องเข้ามาเช็คราคาบ่อยๆ ว่าวันไหนจะราคาถูก แต่คุ้มแน่นอนค่ะ เลือกซื้ออันนี้ไม่ผิดหวังค่ะ,pos
ได้รับของเร็วมาก กระทะร้อนเร็ว ทำอาหารได้หลายอย่างเลยค่ะ ชอบมาก,pos
สินค้าใช้ดีสีสดใช้จนถึงทุกวันนี้,pos
ร้านนี้ ขายสินค้าตรงตามประกาศ ส่งตามกำหนด สินค้าใช้งานดี,pos
ถูกกว่าในห้างเยอะเลยครับ ภาพชัด สินค้าใหม่ พนักงานบริการดีมาก สั่งสินค้ากับลาซาด้าไม่เคยผิดหวังเลยครับ,pos
แรงดี หน้าจอใหญ่ ส่งของเร็ว พอใจครับ,pos
จอใหญ่มาก คุณภาพเสียง ชัดเจนดีมาก โดยรวมแล้วคุ้มค่ามาก,pos
พกพาสะดวก ได้ของเร็ว,pos
โอเคมาก เป็นอย่างที่คาดหวังไว้ เยี่ยม,pos
ได้สินค้าภายในสองวัน OK นะครับ สมราคา ใช้งานได้ปกติ,pos
ดีมากๆๆคะ ได้เร็ว แพ๊คดี สินค้าสภาพดี ราคาถูก ไม่ต้องไปเดินช๊อปเอง ดีคะ,pos
ส่งของรวดเร็วมาก สินค้าใหม่ด้วย โดยรวมให้คะแนนเต็มครับ,pos
ส่งเร็วทันใช้ตามความต้องการ,pos
เนื้อผ้าดีแต่ไม่หนา เซ็กซี่ดีแต่ไม่โป๊ะ คุณภาพสมกับราคา,pos
ง่ายดีไม่ต้องหาซื้อให้ยุ่งยาก,pos
สมราคาค่ะ ภาพชัดเจน เทียบกับยี่ห้ออื่นราคาถูกกว่า,pos
สวยมาใช้งานง่ายมากที่สำคัญส่งเร็วมาก,pos
เสียงดี ส่งเร็ว ราคานี้คุ้มครับ,pos
ใช้ดียังไม่มีปัญหาอะไรค่ะชอบมาก,pos
สเป็คถือว่าโอเครเลยคับ ไหลลื่นดีไม่มีสดุด สมกับราคา และคุ้มค่ามากๆเลย,pos
ใช้ดีส่งของไว มากเจ้านี้  วัสดุคุณภาพจริงจริง,pos
แพคของเรียบร้อยดีค่ะ ส่งเร็ว ไว้จะสั่งอีกนะคะ☺,pos
ผ้านิ่ม เด้งๆ ดีกว่าที่คิดไว้ ชอบคะ,pos
โอเครค่ะได้สินค้าตามรูปผ้าใส่สบาย,pos
เสื้อสวยถูกใจค่ะส่งเร็วทันใจดี,pos
คุณภาพเหมาะสมกับราคา ใช้งานOK ต่อดูภาพจากคอมชัดมาก จัดส่งเร็วดี,pos
เนื้อผ้าดีมากๆๆๆๆเกินราคา กำลังจะสั่งเพิ่มอีก ช้าหน่อยแต่ได้มาไม่ผิดหวังเลยค่ะ,pos
ใช้ดี ราคาไม่แพงเกินค่ะ พอใจมาก,pos
ใช้ดีมากค่ะ ช่วยให้หน้าตึงขึ้น หน้าไม่เหี่ยว  เราใช้มาตลอดค่ะ สั่งอีกแน่,pos
จากการพิสูจน์เป็นหนังแท้ เลือกไม่ผิด งานเย็บละเอียด ชอบครับ,pos
แพ็คสินค้าดี สินค้าคุณภาพ สมราคา แฟนประทับใจครับ,pos
ส่งของได้เร็วมาก สินค้าใช้ได้ดีไม่มีปัญหา คุ้ม,pos
,pos
,pos
,pos
,pos
เลี้ยงตัวเองก่อนอะไอ้สัส,neg
เสียดาย และเสียใจ 😢😢😢,neg
หนูหายปวดท้องรึยังคะ ดุด,neg
เห็นคอมเม้นท์ว่าไม่อร่อย,neg
เห็นหน้าแล้ว จะกระทืบว่ะ,neg
อย่าโชว์เหนือ เสือไม่ชอบ,neg
ออเจ้า รู้แล้วว่า เกลียด,neg
อามือพี่ลั่นไปเอง โอะโอย,neg
อิสเมอร์นอฟทำพิษกูแล้ววว,neg
อือหืออออ มันไม่ช่ายยยยย,neg
กติกา show dc โคตรเหี้ยยย,neg
กบในกะลาครับ บุคคลเช่นนี้,neg
กระจอกกว้ะ จับบุหรี่ไฟฟ้า,neg
กลิ่นหงส์ทองเต็มไปหมด มึน,neg
กินง่ายเมาง่าว อันนี้แหละ,neg
กูแนะนำอย่าซื้อ ysl ไม่ดี,neg
กูไม่ชอบน้ำจิ้มบาร์บีก้อน,neg
เกลียดยาริสขึ้นมาทันทีเลย,neg
ไก่เค็มไปนะครับ ไม่ชอบเลย,neg
ไก่เคเอฟซีหร่อยกว่าแมคจืด,neg
ควยวันนั้นจะพาใปแดก ใม่ใป,neg
คิวเอมเคนานมากอีห่า กุหิว,neg
เค้าเรียกว่าโกงได้มั้ยค่ะ,neg
ใช่ ราคาแพงใป ลดราลงมาอีก,neg
ใช่อำนาจหน้าที่ในทางมิชอบ,neg
เซ็ง ฮอทพอทเดอะมอลล์ปิดอะ,neg
เด่วนะ กานิเย่หลอกหลอนมาก,neg
แดกบาบีก้อน แก้นกแม่งเง้ย,neg
ตัวหนังสืออย่างกะมดสึดดดด,neg
ตายกันตามบุหรี่ไฟฟ้าไปเลย,neg
ถูกต้องเยสเข้แม่ง2มาตรฐาน,neg
ท้องเสียเข้ารพ ไม่ชอบแล้ว,neg
ทามไมภูเก็ตม่ายมี😥😥😥😥,neg
ทำ ANESSA หาย เสียใจมาก😢,neg
ทำยังไงก็ไม่ชอบโฮการ์เด้น,neg
ที่แย่สุดคือ เอมเค จืดสัด,neg
แท๊กไปงั้นแหละไม่แต่งหรอก,neg
น่าจะกับบ้านแล้ว เสียใจ😢,neg
นิสสันมองไทยเป็นตลาดรองอะ,neg
เน็ตหัวควยมากครับ น้องฟ้า,neg
บาบีก้อนเจ้าทำพี่ท้องเสีย,neg
บุหรี่ซองมึงก็ใช่สารดองศพ,neg
บุหรี่ไฟฟ้าทำให้พ่อมันตาย,neg
ประเทศเจริญเบียร์ช้างซีพี,neg
เป็นหมอ ที่ไม่มี วิสัยทัส,neg
ไปมาไม่เห็นมีโปรนี้นีครับ,neg
ไปเอายาริสไม่ดีกว่าหรอว่ะ,neg
ผักกาดขาวไม่มีแล้วหนิครับ,neg
พนงบาบีก้อนวันนี้เมายาหรอ,neg
พยาธิบาบิก้อนอะ น่ากลัวจัง,neg
เพราะแม่งจับปรับละได้ตั้ง,neg
เพิ่งกินมา แต่ไม่ลด แม่ง!,neg
แพงจนกินไม่ลงทีเดียว 😰😰,neg
แพ้ยีสต์ เอสเคทูคงไม่ซื้อ,neg
ไม่ชอบกินของพวกนี้มันอ้วน,neg
ไม่ชอบใช้ลอรีเอะเหมือนกัน,neg
ไม่โดน ลาบาบีก้อนชั่วคราว,neg
ไม่มีความเผ็ดสักนิดเดียวว,neg
ไม่มีทาโกะยากิแล้วหรอคะ😢,neg
ไม่มีโปรที่โลตัสท่ายาง TT,neg
ไม่มีรสชาติอะไรเลย เสียใจ,neg
ไม่มีอีนี่แดร้กไม่อร่อยนะ,neg
ไม่เห็นเผ็ด แค่สีเข้มขึ้น,neg
ไม่เอา บีก้อนมีหนองอักเสบ,neg
ไม่เอาละแดงซ่ายังไม่หร่อย,neg
ไม่เอาแล้ว ตั้งแต่ตอนนั้น,neg
ยูเบียร์ ยูแดรก ไอไม่แดรก,neg
รถฟอร์ดเกียร์ห่วยขายไปยัง,neg
รสชาติเค็มอะปรับหน่อยนะคะ,neg
ลำคานทวิตโฆษณาการ์นิเย่อะ,neg
ลืมอะ หมดตูด ไม่มีอารม ละ,neg
วันนั้นเสือกไม่ลดเน้อ,neg
สกัดจับบุหรี่ไฟฟ้า ไอ้สัส,neg
สงสัยต้องถ่ายรูปลงโซเชียล,neg
สาขาเซนลาดไม่ร่วมนะออเจ้า,neg
เสียดาย ไม่กินเป้บซี่ด้วย,neg
เสียดายจุง เหมียวท้องเสีย,neg
เสียดายที่ภูเก็ตปิดไปแล้ว,neg
แสงโสมไม่อร่อยเยอะ หวานไป,neg
หงส์ทองกินแล้วภาพมันจะตัด,neg
หมอคนเดียวไอ่ห่าปกป่ะครับ,neg
หมูทะเถอะ ตอนนี้ หิวววว😭,neg
เหนแม่งห้ามโพสเหล้า งงหวะ,neg
เห็นหมูบาบีก้อนแล้วจะอ้วก,neg
อือๆ เบคอนไม่ติดมันเท่าไร,neg
เอ็มเควันหยุด คิวเยอะเกิน,neg
เอามาม่าติดไปด้วย ลวกแม่ง,neg
ไอ่สัสบุหรี่ไฟฟ้าอันเดียว,neg
ไอเหี้ยแค่บุหรี่ไฟฟ้า ควย,neg
กฏหมู่อยู่เหนือกฏหมายจริงๆ,neg
ก็ดีกว่ากินหงส์ทองอ่ะ 5555,neg
ก้อน จัดใหม่ด่วนเลย รออยู่,neg
กานีเย่นี่ล้างออกยากเชี่ยๆ,neg
กินเบียร์สิงห์ เมาอย่างหมา,neg
กุเกลียดสกินฟู้ด อีสัด!!!!,neg
ของน้อยกว่าหมูทะข้างทางอีก,neg
ข้าวผัดแฉะมากค่ะ ยังไม่โดน,neg
ควยเหอะ แม่งแค่บุหรี่ไฟฟ้า,neg
ค่าชุดก้อกินบาบีกอนได้ล้าว,neg
ค่าชุดแพงกว่ามันลดมั้งหน่ะ,neg
ค่าเช่าชุดแพงกว่าค่ากินอีก,neg
ค่าเช่าชุดยังไม่ได้เลย5555,neg
ค่าเช่าชุดเเพงกว่าที่ลดอีก,neg
คืนหลังสิ้นเดือนได้ไหม T_T,neg
คุยดีกว่าจับบุหรี่ไฟฟ้าอีก,neg
ใครกันที่เสียผลประโยชน์555,neg
ใครที่ไม่ชอบรบกวนไปที่อื่น,neg
งงมาก เรดสามแก้วเริ่มเมาละ,neg
จนไม่มีตังล่ะ ขอบายก่อนเลย,neg
จะกินต้องใช้บัตรเรื่องเยอะ,neg
จะรีบเสือกอย่างไว รอแปรบบบ,neg
จับทำเหี้ยอารัยบุหรี่ไฟฟ้า,neg
ชาชีสเอ็มเคไม่อร่อยเลยว้อย,neg
ชาบูไงสัส หรือจะแดกช้าง!!?,neg
เชี้ยย เเพ้ผ้าอนามัยอีกละ.,neg
ตอบแทนพี่ฟลุ๊คนะ ปัญญาอ่อน,neg
ถ้ากิน กินเอมเคโกลเหมาะก่า,neg
ทำเกินไปครับแค่บุหรี่ไฟฟ้า,neg
ทำไมชั้นกินสปายแล้วปวดท้อง,neg
ทำไมน้ำจิ้มไม่อร่อยเลยครับ,neg
ทำใหม่โปรนะอายุ12ก็เกินหมด,neg
นายมันไม่บุฟเฟ่จะแดกพอหรอม,neg
บางสาขาซอสราดหมูหมดอ่าา!??,neg
บาบีก้อนรออีก37คิว อีดอกกก,neg
บุหรี่​จริงยังคุมไม่ได้เลย,neg
เบียร์ช้างนี่มันแย่จริงๆนะ,neg
เบียร์ไทเกอร์ไม่โอเค ฮือๆๆ,neg
เบียร์ไทเกอร์รสชาติ”👣”มาก,neg
เบียร์ยูไม่อร่อยสัดๆๆๆๆๆฟๆ,neg
เบียร์หมีคือหนักหัวมากกกกก,neg
เบื่อการโดนผ้าอนามัยบาดก้น,neg
เบื่อโฆษณาเบียร์ช้างบน bts,neg
ป๋องดำกุขอบายว่ะ เลี่ยนชิบ,neg
ปะเทศไทยมันโงพวกโง่เลือกมา,neg
ปิดแร้ววววว เสียจุย 😭😭😭,neg
โป๊บไม่กินช้างหรอก เชื่อสิ,neg
ผมชักไม่มั่นใจในนิสสันแล้ว,neg
ผมว่าฮอนด้ากั๊กกว่าน่ะครับ,neg
ผ่าม พ้าม #แวะมาตบเสียงมุข,neg
พนักงานหน้าบึ้ง ไม่ยิ้มเลย,neg
พอแล้วนะเบียร์ช้าง. กูขยาด,neg
พี่สั่งห้ามกินของแพงแล้วนิ,neg
แพ้ไบโอเธิร์มแน่ๆ เหน่ยจัย,neg
แพ้ผ้าอนามัยอีกแล้วควายจัด,neg
แพ้โฟมล้างหน้าอินนิสฟรี ㅠㅠ,neg
มหาชัย ไม่เห็นมี4หม้อ อะคะ,neg
มันคงสู้ พิษซ่า ไม่ได้หลอก,neg
มันปิดกั้นพวกเราเกินไปแล้ว,neg
ไม่กิน เปลืองพื้นที่ในท้อง,neg
ไม่กิน อยากดูหนัง จูแมนจี้,neg
ไม่ทันแล้วจร้าา น่ามมมมมมม,neg
ไม่ทันและ...กุมาฮาจิบังและ,neg
ไม่น่าใช้ hadalabo 🤦🏻‍♀️,neg
ไม่มีบัตรสมาชิก ต้องทำก่อน,neg
ไม่มีสาขาใกล้ๆเลย เสียใจจจ,neg
ไม่สวยอย่างแรง นิสสัน จุ๊ก,neg
ไม่เห็นจะเผ็ดอะไรเลยสักนิด,neg
ไม่เอาเบียร์ยูอ้ะ ไม่หย่อย,neg
ยังท้องเสียมะหายเลยยยยย แง,neg
รัฐไม่ยอมไง กินภาษีมืดอยุ่,neg
เรากินฝีไม่ได้น้า มันสกปรก,neg
ลองกินใส่ลีโอแล้วเมาเหี้ยๆ,neg
ลองแล้วเช้ามาปวดหัวหนักมาก,neg
เลิกใช้กานิเย่ถาวรอะบอกเลย,neg
สูบบุหรี่ตายกันเยอะแล้วคับ,neg
สูบบุหรี่ทำเป็นหมันมากกว่า,neg
เสนอข้อมูลเท็จแก่สาธารณะชน,neg
เสียดายไม่มีใส้อ่อน 😢😢😢,neg
เสียดายสาขาประจวบไม่มีแล้ว,neg
เสียตังเช่าชุดไทยไปอีก,neg
แสงโสมนี่แม่งหนักหัวชิบหาย,neg
แสดงว่าป้าไม่ชอบเบียร์ช้าง,neg
หมดบ่อย ไม่ค่อยเติมด้วย,neg
หาดใหญไม่มีแล้ว..เสียใจจัง,neg
หึหึหึหึ ไม่มีโชคไงงง!!!!!,neg
อิมแพคไม่ร่วมเลยหรอ เสียใจ,neg
อีควายกุไม่ได้รวยนะอีเหี้ย,neg
อีทูดี้มั่ยมีไรให้ซื้อเลยย,neg
อีเหี้ย อีก3เดือนถึงแดกได้,neg
อีเหี้ยจีนทำเบียร์ช้างปลอม,neg
เอ็มเคบุฟเฟต์ นี่แพงมะ,neg
เอาหัวแม่เท้าคิด....!!!!😕,neg
Hotpot แพงอ่า. จำกัดเวลาอีก,neg
กินครั้งเดียวสันยาไม่กินอีก,neg
กินบาบีก้อนต้องขนาดนี้ไหม..,neg
กินเพียว อ้วกแตกเลยเมื่อคืน,neg
กินแล้วอ้วกแตกภาพตัด ลาก่อย,neg
กุเกลียดเหล้าสเมอนอฟ ไอ้เวร,neg
กุ้งแน่นอน เด่วนี้ไม่มีแล้ว,neg
กุจะไม่กินสิงห์ละ..ต่อไปนี้,neg
กูว่าเบียร์หมีเลี่ยนไปหน่อย,neg
ของเค้าดีจริงๆกินแล้วเพี้ยน,neg
ขอบุฟเฟ่เถอะ อันนี้แพงเกิ้น,neg
ขายบุหรี่ไฟฟ้าทิ้ง ไอ้เหี้ย,neg
ค่อยยังชั่ว แค่ฝีเองแกรรร🤢,neg
ค่าเช่าชุดก้เกินส่วนลดละจ้า,neg
เค็มมาก โซเดียมเท่าไหร่ครับ,neg
เค็มมาก. จะใส่เกลือไปถึงไหน,neg
งดค่ะ หุ่นกำลังดี เดี๋ยวบาป,neg
ไม่,neg
ไม่เรื่อง,neg
ทำกลับไม่,neg
ช่างเลวจริงๆ,neg
ผลงานย่ำแย่จนใกล้ตกชั้น,neg
อึดอัดไม่รัก,neg
ปวดหัวแท้ล้า,neg
ไม่เงินโว้ย,neg
ขี้เกียจล้านตัว,neg
แย่ว่ะ,neg
ทำไม่วะ,neg
ไม่ชอบ,neg
ร้อนตัวหรอ,neg
ไม่น่ารัก,neg
อำลานี้ไม่เจออีกน่ะ,neg
เวลาเหนื่อยนี่บ่นใครบ้าง,neg
เสีย,neg
เสียความรู้สึก,neg
นกบ่อยขนาดนี้ควรไปตายเกิดใหม่เถอะ,neg
เจ็บเจ็บอีก,neg
อิจฉาจัง,neg
ไม่ต่างสัตว์เดรัจฉาน,neg
หยังอายคิดอาย,neg
ทุเรศ,neg
ลั่นเบศพ,neg
ทุเรดสุด,neg
แบล็กลิสต์,neg
เพ้อเจ้อกคิดไปเอง มโนไปเอง,neg
ไม่ซาบซึ้ง,neg
ถูกทัณฑ์ทรนแห่งนรก,neg
ข่มขู่บีบบังคับ,neg
เดี่ยวเสียทีหลัง,neg
นี้ไงถึงไม่อยากให้รู้เพราะว่าวุ่นวายเเค่นี้กพอเเล้ว,neg
หลอกให้รัก,neg
เเล้วทิ้งไป,neg
ขี้คร้าน,neg
อยู่ใกล้เอื้อม่ไปหาไม่,neg
สวยไงขนาดครีมยังขี้เกียจทา,neg
เมื่อยๆๆร่างกายอ่อนเพลีย,neg
ไม่น้ำหนัก,neg
ตำหนิ,neg
ไม่เคย,neg
หัวร้อน,neg
ยากกว่ากหลายเท่า,neg
เพราะผิดหวังเยอะ,neg
เจ็บเยอะ,neg
นั่งเสีย,neg
เสียน้ำตา,neg
มันแย่ก,neg
เบื่อจริงๆ,neg
เสื่อม,neg
เรื่องนี้บางครั้งมันเกินขอบเขตของคำว่าพอเกินไป,neg
ว่างไม่อะไรทำ,neg
ไม่สร้างสรรค์,neg
สนุกบนความทุกข์ความไม่สบายของอื่น,neg
กลัวเจ็บ,neg
เจ็บ,neg
ราคาแพงเกินไปไม่คุ้ม,neg
ทรณการเมินใส่เเต่ไม่บอกเลิก,neg
เลิกเถอะ,neg
ชอบขี้งอนและน้อย,neg
มันรู้สึกเหนื่อยจนไม่รู้ว่าระบายออกยังไง,neg
ฟุ้งซ่าน,neg
หิวกขี้เกียจลุกไปกิน,neg
เครียดปวดหัว,neg
มันเจ็บๆหัวว่ะ,neg
ล้มโดนเหยียบซ้ำโดนนินทาสารพัดผิดไปหมด,neg
เหี้ย,neg
อันตรายสุด,neg
อันตรายกกว่าคิด,neg
ร้องไห้เสียการลาจาก,neg
เบื่อละคร,neg
ฆ่าตัวตายจากปัญหาความเครียด,neg
สังเวยชีวิต,neg
น่ากลัวคือสังเวยชีวิต,neg
อีเหี้ย,neg
เหี้ยกว่านั้นคือกูร้องไห้ตาม,neg
ความตาย,neg
ขู่ให้ลบทันที,neg
โบกมืออำลา,neg
เสียกสอบไม่ติด,neg
กูโง่ขนาดนั้นหรอ,neg
ความรู้สึกกูเหี้ยก,neg
ผิดเองไม่พร้อม,neg
ประกาศช้า,neg
ไม่อยากลุ้น,neg
หมดอารมณ์,neg
สอบไม่ติดเสียหลาย,neg
เหนื่อยก,neg
อย่าน้อยเพราะทำไม่,neg
โครตผี,neg
โดดเดี่ยวไม่ใคร,neg
เหนื่อยจนไม่อยากทำอะไรละ,neg
ไม่ใครให้กำลัง,neg
หยิ่งเกินไป,neg
ฝันสลาย,neg
เหมือนฟ้าผ่าฟาดกลาง,neg
แพ้,neg
คือสุดยอดแห่งความห่วยแตก,neg
ความกังวล,neg
เจ็บ สุดๆด้วย,neg
หลอกแฟนๆ ด้วยมุขเดิมๆ,neg
หายหน้าหายตา ร้างราไปจากวงการตามกาลเวลา,neg
ยอมแพ้ ไม่รู้ทำยังไง,neg
ทอดทิ้ง,neg
ทุกอย่างไร้ค่า,neg
หวังอะไรลมๆ แล้งๆ,neg
น้ำใต้ศอก,neg
ขายขี้หน้า,neg
ไม่เห็นอะไร,neg
ไม่รู้หวังอะไร,neg
กลัวว่ามันไม่อนาคต,neg
อันนี้ค่อนข้างแย่อยู่,neg
ทำร้ายร่างกาย,neg
รำคาญ,neg
น่าเสียดาย,neg
ลำบาก,neg
ถึงไม่รัก,neg
ทรนเหมือนกันทำไม่,neg
ฉันเสียเธอไป,neg
มันยิ่งทำให้เค้าเจ็บปวด,neg
เจ็บแทบตาย,neg
ความหวังสุดท้ายหายไปละ,neg
โคตรทรน,neg
ท้อหมดแรง,neg
แพ้ให้ความไม่ชัดเจน,neg
ไม่พอ,neg
จนไม่เงินซื้อ,neg
หลอกว่ายังรักไหม,neg
พลาดหลายๆอย่างสำคัญไป,neg
พบการทุจริตคอรัปชั่น,neg
ให้ยากกว่าเดิม,neg
ไม่ความหย,neg
ออกอย่างรุนแรง,neg
ความน่ากลัว,neg
กลิ่นเหม็นจากดาวมรณะ,neg
อาคารบังอาจมองไม่เห็น,neg
แย่จัง,neg
กูปากหชอบด่า,neg
หลอกให้รักจากไป,neg
ไม่เห็นค่า,neg
ไม่ใครเห็นค่า,neg
ใส่กเกินไป,neg
เกินพอเกินไป,neg
ร้องไห้งอแงไม่ปลอบ,neg
กำแย่,neg
เจ้าชู้,neg
หน้าแบบเซ็งก,neg
ขัดจังหวะ,neg
ร้องไห้หนักก,neg
หงุดหวิดโว้ย,neg
ข่มขู่บังคับอยู่ยาก,neg
ไม่เต็ม,neg
ไอ้สัส,neg
ปวดหัวหัวระเบิด,neg
ตายห่าไป,neg
บีบคอตาย,neg
เสื่อมพัง,neg
ดวงไม่,neg
ไล่ออก,neg
กลัวจุดจบแบบนี้ั,neg
เลวร้าย,neg
หลงกไปเสียหาย,neg
ลำพังหนาว,neg
ปัญหา,neg
พูดให้ร้าย,neg
ทำชั่ว,neg
คำตอแหล,neg
สงสาร,neg
โหยหา,neg
ดราม่าเยอะ,neg
โครตกาก,neg
ทำงานบกพร่องจนทำให้เดือดร้อน,neg
เศร้าเสีย,neg
ท้อแท้หมดกำลัง,neg
ง่วงก,neg
ข้อสอบ,neg
อ่อนแอไร้ค่าไร้ความหย,neg
รบกวน,neg
เย็นชาไม่สนใคร,neg
อพยพหนีน้ำ,neg
ความทุกข์ยากลำบาก,neg
ล้อเล่นความรู้สึก,neg
สลดหนุ่มเตกคลองดับซัดเห็นมัวถ่ายรูปไม่ช่วย,neg
เสียชีวิตสลดเจ็บสาหัส,neg
หลอก,neg
น้ำป่าไหลท่วมฉับพลัน,neg
จมน้ำตายต่อหน้า,neg
สลดแม่ยักษ์ทิ้งลูกในไส้บนซากกองขยะ,neg
ขี้กลัวโดนผีหลอก,neg
แย่ลงไปหมด,neg
หมดศรัทธา,neg
ลอบสังหาร,neg
เขย่าขวัญน่ากลัว,neg
ฉันตื่นสายพลาดไปไม่ทันรถ,neg
พลาดไปเสีย,neg
ยอมแพ้,neg
ดราม่าหนัก,neg
เรียกร้องให้แบน,neg
วายร้าย,neg
ยังไม่แห้ง,neg
นินทา,neg
ไม่สบาย,neg
ไม่ใส่,neg
ขี้ลืม,neg
ลืม,neg
ไม่แข็งพอ,neg
เกลียดหน้ามึงอ่ะ,neg
ของไม่ตรงตามสั่งแม่งเสียความรู้สึกควย,neg
ไม่ใครจดจำ,neg
งานท่วมหัวทำตัวเหมือนว่าง,neg
แปลกหน้าไม่ใครรู้จัก,neg
โดนเทมันทำให้พัง,neg
น้อย,neg
อย่าให้พูดกวนก,neg
ยาโคตรขมไม่อร่อยรสชาติแย่,neg
ตอบยากจังว่ะตายหรือไง,neg
ผีเหี้ยไรเเม่งกูหมั่นใส้,neg
ประกาศผิด,neg
เดี๋ยวนี้ไม่ภาพเหมือนก่อนเห็นผิดบ่อยก,neg
เจอแบบนี้เสียความรู้สึก,neg
งานระดับนี้ผิดผลาดไง,neg
หมดความขลังของออสการ์,neg
ไม่รางวัลยังไม่อายขนาดนี้,neg
โหด,neg
ลามก,neg
ขยะแขยง,neg
เสือก,neg
อิจฉาสิ,neg
คอยเอาก้อนหินเขวี้ยงหเห่าตามทาง,neg
มันนินทา,neg
ผีห่าหมูหหาเรื่องนินทาอยู่,neg
อยู่เมืองดัดจริตเนี่ยมันอยู่ยากจริงเนอะ,neg
แพ้แล,neg
โดนแทงตาย,neg
ตายในหลุม,neg
เถื่อน,neg
มันขาดความการน้ำต่อเพื่อนมนุษย์,neg
พูดไม่รู้เรื่อง,neg
อดอยากไม่เงิน,neg
อดตาย,neg
สุดท้ายโดนหลอก,neg
เศรษฐกิจตกต่ำตกงาน,neg
หิวข้าว,neg
โกรธ,neg
